NodeCount,PathLength,SimCnt,CompileTime,KeyGenerationTime,EncryptionTime,ExecutionTime,DecryptionTime,ReferenceExecutionTime,Mse
36,1,0,0.22304200001599384,73.74866699996119,18.61812499998905,3.6121250000178406,10.450042000002213,1.999207999972441,6.664138529342092e-10
36,1,1,0.1774579999960224,34.40866699997969,19.69520900001953,3.126000000008844,10.564541999997346,1.9122090000109893,2.208675724317488e-09
36,1,2,0.18483299999161318,24.15633399999706,18.10366699999122,2.9406250000079126,10.27612500001851,1.7095000000040272,8.850163987507147e-10
36,1,3,0.17687500002239176,22.20491699995364,18.308916999956182,3.0424170000173945,10.188457999959155,1.7770829999790294,1.9556051232141577e-09
36,1,4,0.18549999998640487,22.56491600002164,18.132458999957635,2.9597089999811033,10.042666999993344,1.6763749999881838,5.596832145875171e-10
36,1,5,0.17550000001165245,23.771584000030543,17.80995800004348,2.8486250000128166,10.039917000028709,1.6810829999940324,1.3567652510667884e-09
36,1,6,0.19991699997490286,22.68866600002184,17.64850000000706,2.842000000043754,9.997542000007797,1.6300409999985277,1.3692090827291942e-09
36,1,7,0.16745800002126998,22.638874999984182,17.80949999999848,2.9395420000355443,9.920582999995986,1.681207999979506,7.159320414849503e-09
36,1,8,0.19245799995815105,22.434707999991588,17.90541600001916,2.8520419999722435,9.902874999966116,1.7658329999790112,3.6841986203977976e-09
36,1,9,0.17524999998386193,24.033792000011545,17.23783300002424,2.77045799998632,9.740041999975801,1.6526670000303056,5.198506025692478e-10
36,1,10,0.16512500002363595,21.580124999957206,17.15258299998368,2.826625000011518,9.530958000027567,1.5477919999966616,3.3030970621738497e-09
36,1,11,0.17104099998732636,22.64750000000504,17.229124999971646,2.720791999990979,9.528291999970406,1.5659160000041084,1.1429113435626072e-09
36,1,12,0.17545800000107192,21.893500000032873,19.327166999971723,2.8401249999774336,9.78624999999056,1.5695419999701699,7.160475683631039e-10
36,1,13,0.16133400004036957,21.737166999969304,18.375208000009025,3.0375000000049113,10.785167000051388,1.7342919999805417,1.3111735840411385e-09
36,1,14,0.22791599997162848,21.454916999971374,16.998000000000957,2.7300000000423097,9.69604099998378,1.576416999967023,3.758017148126006e-09
36,1,15,0.16425000001163426,23.056041000018013,17.099707999989278,2.7554170000030354,9.49229199994761,1.553791999981513,2.2197326083614805e-09
36,1,16,0.18979199995783347,22.50374999999849,17.09308299996337,2.733207999995102,9.690083000009508,1.572833000011542,8.561602896610419e-10
36,1,17,0.1632089999930031,22.449666999989404,17.254041000001052,2.779541999984758,9.698042000024998,1.6013750000070104,3.374522088311588e-09
36,1,18,0.16195800003515615,22.297000000037315,16.983290999974088,2.7174169999852893,9.571375000007265,1.5688749999753782,7.650433150837238e-10
36,1,19,0.1627500000154214,22.816875000046366,17.327582999996594,2.7299590000211538,9.477875000015956,1.5489169999796104,8.784068663157326e-10
36,1,20,0.16116599999804748,21.98500000002923,17.02375000002121,2.739915999995901,9.55154199999697,1.5536250000423024,1.6566299309397498e-09
36,1,21,0.19674999998642306,22.499208999988696,17.40262500004519,2.707833999977538,9.512167000025329,1.5587499999583088,1.5035667808023567e-09
36,1,22,0.22104200002104335,21.311083000000508,17.175084000029983,2.716000000020813,9.684042000003501,1.5715409999756957,1.1902995787311454e-09
36,1,23,0.16274999995857797,21.487917000001744,16.998999999998432,2.7099590000148055,9.511292000013327,1.5525000000025102,1.851245270925012e-09
